,Date,pAgro,pConsump,pFincial,pIndus,pResourc,pService,pTech,pPropcon,oAgro,oConsump,oFincial,oIndus,oResourc,oService,oTech,oPropcon,hAgro,hConsump,hFincial,hIndus,hResourc,hService,hTech,hPropcon,lAgro,lConsump,lFincial,lIndus,lResourc,lService,lTech,lPropcon,c%Agro,c%Consump,c%Fincial,c%Indus,c%Resourc,c%Service,c%Tech,c%Propcon,vmAgro,vmConsump,vmFincial,vmIndus,vmResourc,vmService,vmTech,vmPropcon,pSET,oSET,hSET,lSET,c%SET,vmSET,pSTARK,oSTARK,hSTARK,lSTARK,c%STARK,vmSTARK,flucAgro,flucConsump,flucFincial,flucIndus,flucResourc,flucService,flucTech,flucPropcon,flucSTARK
1051,02/27/2019,418.46,109.59,194.35,132.68,218.74,515.28,162.79,138.09,414.66,109.67,195.0,130.67,217.59,517.42,163.5,137.85,420.02,109.85,195.36,133.24,219.45,518.35,164.01,138.33,414.6,109.44,193.85,130.32,216.91,514.2,162.55,137.5,1.08%,0.04%,-0.18%,1.62%,0.51%,-0.46%,-0.30%,0.07%,0.18512,0.01738,1.01,0.18393,0.42454,0.7836,0.28417,0.59739,"1,665.27","1,663.92","1,668.61","1,659.62",0.10%,14820.0,0.861,0.842,0.939,0.832,1.14%,1.69,1.31,0.37,0.78,2.24,1.17,0.81,0.9,0.6,12.86
1052,02/26/2019,413.99,109.55,194.71,130.56,217.63,517.64,163.28,138.0,415.79,108.71,194.7,131.7,218.31,517.67,161.7,138.83,418.17,109.72,195.56,132.21,219.3,519.15,164.1,138.94,413.98,108.67,194.52,130.53,217.52,516.15,161.37,137.98,-0.49%,0.81%,-0.18%,-1.35%,-1.10%,-0.28%,0.86%,-0.84%,0.14041,0.024,0.24344,0.1634,0.60342,1.36,0.36206,0.71815,"1,663.56","1,665.89","1,670.77","1,662.81",-0.49%,14780.0,0.851,0.871,0.871,0.842,-1.12%,0.05922,1.01,0.97,0.53,1.29,0.82,0.58,1.69,0.7,3.44
1053,02/25/2019,416.01,108.67,195.06,132.34,220.04,519.11,161.88,139.17,414.78,108.79,194.47,130.02,219.4,517.51,160.73,139.02,417.37,109.08,195.81,132.9,220.94,520.14,162.23,139.33,413.66,108.67,194.15,129.87,219.25,516.96,160.73,138.74,0.66%,-0.02%,0.64%,2.37%,0.56%,0.72%,1.07%,0.53%,0.20563,0.01534,0.22977,0.20249,0.58036,0.99113,0.35099,0.63567,"1,671.75","1,665.30","1,674.54","1,664.92",0.76%,14260.0,0.861,0.861,0.871,0.851,0.00%,0.05808,0.9,0.38,0.86,2.33,0.77,0.62,0.93,0.43,2.35
1054,02/22/2019,413.27,108.69,193.81,129.27,218.82,515.42,160.17,138.43,410.03,108.69,193.22,127.46,215.91,511.22,159.46,137.3,414.95,108.96,193.83,129.6,219.5,516.52,160.37,138.52,409.52,108.42,191.89,127.03,215.64,511.01,158.44,137.22,0.35%,0.14%,0.32%,1.40%,0.76%,0.95%,0.54%,0.77%,0.18823,0.01483,0.22533,0.12996,0.5317,0.69048,0.23252,0.42803,"1,659.20","1,645.33","1,661.09","1,644.51",0.72%,13640.0,0.861,0.851,0.861,0.832,1.14%,0.1358,1.33,0.5,1.01,2.02,1.79,1.08,1.22,0.95,3.49
1055,02/21/2019,411.81,108.54,193.2,127.49,217.17,510.55,159.31,137.37,408.73,108.9,192.72,127.7,217.9,512.13,158.76,136.75,412.58,108.9,193.39,128.35,218.59,512.78,160.18,137.59,407.9,108.37,192.11,126.66,216.86,509.19,158.36,136.48,0.79%,-0.22%,0.52%,-0.13%,-0.17%,-0.23%,0.25%,0.45%,0.32195,0.02482,0.22815,0.16162,0.46223,0.46792,0.17893,0.39525,"1,647.32","1,646.96","1,651.80","1,642.49",0.12%,11950.0,0.851,0.832,0.881,0.832,3.53%,0.26302,1.15,0.49,0.67,1.33,0.8,0.71,1.15,0.81,5.89
1056,02/20/2019,408.58,108.78,192.2,127.65,217.54,511.72,158.92,136.76,410.01,109.26,192.34,125.76,215.6,509.37,159.13,136.48,411.46,109.46,192.75,127.94,217.7,512.45,159.56,136.98,406.9,108.76,191.32,125.76,215.39,507.54,158.09,136.26,0.04%,-0.11%,0.22%,2.01%,0.97%,0.94%,-0.80%,0.44%,0.2616,0.05398,0.27394,0.16444,0.39687,0.57072,0.24944,0.37057,"1,645.38","1,639.16","1,647.21","1,636.12",0.59%,12470.0,0.822,0.813,0.871,0.813,-3.41%,0.16846,1.12,0.64,0.75,1.73,1.07,0.97,0.93,0.53,7.13
1057,02/18/2019,408.41,108.9,191.77,125.14,215.45,506.95,160.2,136.16,411.05,109.05,193.2,125.82,216.31,509.82,161.6,136.78,411.95,109.28,193.6,126.32,216.98,511.14,161.82,137.08,408.0,108.86,191.46,124.67,214.93,506.58,160.08,136.16,-0.24%,0.03%,-0.19%,0.06%,0.20%,-0.20%,-0.24%,-0.04%,0.15623,0.01012,0.23324,0.11363,0.36298,0.38121,0.22537,0.47841,"1,635.71","1,644.99","1,647.74","1,635.71",-0.08%,10600.0,0.851,0.871,0.871,0.851,-2.22%,0.05581,0.97,0.39,1.12,1.32,0.95,0.9,1.09,0.68,2.35
1058,02/15/2019,409.39,108.87,192.13,125.06,215.02,507.97,160.58,136.21,413.67,109.66,193.7,125.81,216.7,511.91,161.8,137.95,414.78,109.66,194.09,126.32,217.33,512.28,162.02,138.1,408.58,108.87,191.87,124.82,213.95,507.45,159.76,136.21,-1.13%,-0.84%,-0.81%,-0.68%,-0.99%,-0.80%,-0.96%,-1.34%,0.17204,0.0175,0.33245,0.32243,0.49604,0.8214,0.38172,0.49442,"1,636.94","1,651.10","1,652.06","1,634.87",-0.95%,14860.0,0.871,0.881,0.881,0.822,-2.17%,1.09,1.52,0.73,1.16,1.2,1.58,0.95,1.41,1.39,7.18
1059,02/14/2019,414.05,109.79,193.7,125.91,217.16,512.05,162.13,138.06,413.72,109.94,194.46,126.65,218.83,513.64,161.83,138.27,415.42,109.98,194.56,126.92,219.3,514.5,163.18,138.5,411.68,109.47,193.16,125.51,216.84,511.39,161.39,137.7,0.06%,-0.09%,-0.24%,-0.46%,-0.66%,-0.16%,0.89%,-0.12%,0.21958,0.02029,0.60478,0.17863,0.57,0.50295,0.65934,0.49838,"1,652.64","1,658.41","1,659.52","1,650.13",-0.19%,12780.0,0.89,0.987,1.006,0.881,-8.91%,1.11,0.91,0.47,0.72,1.12,1.13,0.61,1.11,0.58,14.19
1060,02/13/2019,413.81,109.89,194.17,126.49,218.6,512.88,160.7,138.23,410.97,109.88,194.28,125.37,217.18,511.55,159.74,137.75,414.18,110.12,194.82,126.91,219.08,513.71,160.92,138.38,410.07,109.71,193.84,125.06,215.73,510.3,159.58,137.57,0.96%,0.16%,0.33%,1.55%,1.21%,0.65%,1.00%,0.59%,0.15582,0.03224,0.38224,0.2837,0.54869,0.62841,0.29963,0.52186,"1,655.73","1,649.09","1,657.12","1,645.84",0.81%,13090.0,0.977,1.026,1.026,0.958,-4.72%,1.15,1.0,0.37,0.51,1.48,1.55,0.67,0.84,0.59,7.1
1061,02/12/2019,409.86,109.71,193.53,124.56,215.99,509.58,159.11,137.42,406.63,109.43,193.18,125.42,214.55,507.16,158.96,137.49,411.41,109.85,194.34,125.91,216.12,511.18,160.15,138.04,405.61,108.9,192.82,124.01,214.03,506.33,158.58,137.32,1.03%,0.33%,0.28%,-0.45%,0.34%,0.49%,-0.13%,-0.02%,0.22706,0.02679,0.24656,0.16157,0.33297,0.61489,0.21324,0.44958,"1,642.49","1,637.48","1,645.63","1,635.54",0.27%,10870.0,1.026,0.977,1.093,0.929,8.16%,4.4,1.43,0.87,0.79,1.53,0.98,0.96,0.99,0.52,17.65
1062,02/11/2019,405.69,109.35,192.99,125.12,215.25,507.08,159.31,137.45,406.96,110.0,193.72,125.47,216.24,509.35,160.17,137.81,408.43,110.02,194.29,126.05,216.73,510.62,160.89,138.03,403.37,108.97,192.17,124.9,214.34,505.54,158.82,136.94,-0.54%,-0.52%,-0.71%,-0.67%,-0.69%,-0.79%,-2.06%,-0.66%,0.21323,0.01443,0.33522,0.15471,0.33988,0.59636,0.37634,0.67099,"1,638.00","1,644.75","1,647.49","1,632.82",-0.83%,13050.0,0.948,0.929,0.958,0.929,3.16%,0.09426,1.25,0.96,1.1,0.92,1.12,1.0,1.3,0.8,3.12
1063,02/08/2019,407.88,109.92,194.37,125.97,216.74,511.11,162.66,138.37,410.04,110.49,194.47,126.12,216.85,509.0,160.26,137.67,410.13,110.66,195.48,126.74,218.07,513.04,163.04,138.72,404.83,109.92,193.1,125.23,215.56,505.65,159.07,136.91,-0.73%,-0.59%,-0.42%,-0.80%,-0.66%,0.17%,1.42%,0.36%,0.16606,0.02893,0.76815,0.33985,0.45452,0.69635,0.75847,1.11,"1,651.68","1,647.63","1,657.58","1,637.58",-0.09%,17340.0,0.919,0.958,0.977,0.919,-4.04%,0.14758,1.31,0.67,1.23,1.21,1.16,1.46,2.5,1.32,6.31
1064,02/07/2019,410.9,110.57,195.18,126.99,218.19,510.24,160.39,137.88,410.97,110.58,196.02,127.14,218.19,516.18,159.39,138.71,414.56,110.72,196.67,128.07,219.88,517.56,161.2,139.37,409.06,110.24,194.89,126.39,217.3,509.39,158.86,137.82,-0.17%,0.03%,-0.15%,-0.10%,0.02%,-1.12%,0.62%,-0.48%,0.18891,0.08143,0.28841,0.41188,0.41397,0.6951,0.47478,1.09,"1,653.11","1,659.94","1,667.01","1,649.50",-0.34%,14230.0,0.958,0.968,0.997,0.958,-1.98%,0.24483,1.34,0.44,0.91,1.33,1.19,1.6,1.47,1.12,4.07
1065,02/06/2019,411.58,110.54,195.48,127.12,218.15,516.04,159.4,138.55,410.82,110.33,194.82,127.23,218.11,514.16,158.98,138.19,413.1,110.98,196.18,128.12,219.32,517.48,159.58,139.05,409.26,110.28,194.57,126.88,217.33,513.51,158.55,138.1,0.07%,0.31%,0.61%,-0.04%,0.05%,0.45%,0.52%,0.42%,0.2383,0.09468,0.33724,0.47509,0.43343,0.83219,0.24568,0.74977,"1,658.71","1,655.14","1,663.49","1,653.00",0.34%,11170.0,0.977,0.977,0.997,0.977,0.00%,0.13487,0.94,0.63,0.83,0.98,0.92,0.77,0.65,0.69,2.05
1066,02/05/2019,411.29,110.2,194.3,127.17,218.04,513.71,158.57,137.97,412.55,110.68,194.57,127.71,218.23,512.19,159.15,137.95,413.87,110.76,194.86,127.99,218.37,514.44,159.16,138.28,407.75,110.13,193.62,126.74,216.34,511.17,157.89,137.37,-0.34%,-0.28%,-0.12%,-0.43%,-0.02%,0.24%,-0.32%,0.04%,0.15469,0.05933,0.36253,0.46129,0.37488,0.55679,0.19019,0.57402,"1,653.09","1,653.53","1,654.98","1,645.57",-0.03%,8180.0,0.977,0.987,0.997,0.977,-0.98%,0.24246,1.5,0.57,0.64,0.99,0.94,0.64,0.8,0.66,2.05
